filename,subject,session,task,echo,datatype,extension,size_MB
sub-17_ses-02_task-hand_echo-5_sbref.nii.gz,sub-17,ses-02,hand,5,sbref.nii.gz,.nii.gz,0.56
sub-14_ses-02_task-hand_echo-4_phasediff.nii.gz,sub-14,ses-02,hand,4,phasediff.nii.gz,.nii.gz,0.61
sub-01_ses-01_task-hand_echo-1_sbref.nii.gz,sub-01,ses-01,hand,1,sbref.nii.gz,.nii.gz,0.64
sub-02_ses-04_task-hand_echo-4_phasediff.json,sub-02,ses-04,hand,4,phasediff.json,.json,0.0
sub-02_ses-04_task-hand_echo-5_bold.json,sub-02,ses-04,hand,5,bold.json,.json,0.0
sub-01_ses-04_task-hand_echo-2_bold.nii.gz,sub-01,ses-04,hand,2,bold.nii.gz,.nii.gz,148.32
sub-04_ses-01_task-hand_echo-5_bold.json,sub-04,ses-01,hand,5,bold.json,.json,0.0
sub-24_ses-03_task-hand_echo-2_bold.nii.gz,sub-24,ses-03,hand,2,bold.nii.gz,.nii.gz,149.85
sub-25_ses-02_task-hand_echo-2_bold.json,sub-25,ses-02,hand,2,bold.json,.json,0.0
sub-23_ses-04_task-hand_echo-4_bold.nii.gz,sub-23,ses-04,hand,4,bold.nii.gz,.nii.gz,134.96
sub-02_ses-01_task-hand_echo-2_sbref.nii.gz,sub-02,ses-01,hand,2,sbref.nii.gz,.nii.gz,0.6
sub-09_ses-02_task-hand_echo-5_sbref.json,sub-09,ses-02,hand,5,sbref.json,.json,0.0
sub-08_ses-02_task-hand_echo-2_phasediff.json,sub-08,ses-02,hand,2,phasediff.json,.json,0.0
sub-19_ses-01_task-hand_echo-2_sbref.json,sub-19,ses-01,hand,2,sbref.json,.json,0.0
sub-10_ses-04_task-hand_echo-3_phasediff.nii.gz,sub-10,ses-04,hand,3,phasediff.nii.gz,.nii.gz,0.58
sub-01_ses-03_task-hand_echo-4_bold.json,sub-01,ses-03,hand,4,bold.json,.json,0.0
sub-03_ses-04_task-hand_echo-4_bold.json,sub-03,ses-04,hand,4,bold.json,.json,0.0
sub-09_ses-03_task-hand_echo-4_phasediff.json,sub-09,ses-03,hand,4,phasediff.json,.json,0.0
sub-14_ses-04_task-hand_echo-2_phasediff.json,sub-14,ses-04,hand,2,phasediff.json,.json,0.0
sub-14_ses-01_task-hand_echo-3_sbref.nii.gz,sub-14,ses-01,hand,3,sbref.nii.gz,.nii.gz,0.62
sub-03_ses-01_task-hand_echo-3_sbref.nii.gz,sub-03,ses-01,hand,3,sbref.nii.gz,.nii.gz,0.59
sub-18_ses-03_task-hand_echo-1_sbref.nii.gz,sub-18,ses-03,hand,1,sbref.nii.gz,.nii.gz,0.64
sub-05_ses-02_task-hand_echo-2_sbref.json,sub-05,ses-02,hand,2,sbref.json,.json,0.0
sub-04_ses-01_task-hand_echo-4_sbref.nii.gz,sub-04,ses-01,hand,4,sbref.nii.gz,.nii.gz,0.59
sub-14_ses-01_task-hand_echo-5_phasediff.json,sub-14,ses-01,hand,5,phasediff.json,.json,0.0
sub-03_ses-04_task-hand_echo-4_sbref.json,sub-03,ses-04,hand,4,sbref.json,.json,0.0
sub-19_ses-03_task-hand_echo-3_sbref.json,sub-19,ses-03,hand,3,sbref.json,.json,0.0
sub-05_ses-03_task-hand_echo-3_phasediff.nii.gz,sub-05,ses-03,hand,3,phasediff.nii.gz,.nii.gz,0.6
sub-10_ses-02_task-hand_echo-5_sbref.nii.gz,sub-10,ses-02,hand,5,sbref.nii.gz,.nii.gz,0.57
sub-12_ses-01_task-hand_echo-5_sbref.nii.gz,sub-12,ses-01,hand,5,sbref.nii.gz,.nii.gz,0.58
sub-08_ses-01_task-hand_echo-2_bold.nii.gz,sub-08,ses-01,hand,2,bold.nii.gz,.nii.gz,129.14
sub-18_ses-03_task-hand_echo-5_bold.nii.gz,sub-18,ses-03,hand,5,bold.nii.gz,.nii.gz,134.84
sub-20_ses-01_task-hand_echo-3_sbref.json,sub-20,ses-01,hand,3,sbref.json,.json,0.0
sub-19_ses-01_task-hand_echo-3_phasediff.nii.gz,sub-19,ses-01,hand,3,phasediff.nii.gz,.nii.gz,0.6
sub-04_ses-02_task-hand_echo-1_sbref.nii.gz,sub-04,ses-02,hand,1,sbref.nii.gz,.nii.gz,0.65
sub-15_ses-01_task-hand_echo-5_sbref.json,sub-15,ses-01,hand,5,sbref.json,.json,0.0
sub-13_ses-04_task-hand_echo-5_bold.json,sub-13,ses-04,hand,5,bold.json,.json,0.0
sub-02_ses-01_task-hand_echo-1_bold.nii.gz,sub-02,ses-01,hand,1,bold.nii.gz,.nii.gz,154.61
sub-15_ses-01_task-hand_echo-5_bold.json,sub-15,ses-01,hand,5,bold.json,.json,0.0
sub-02_ses-01_task-hand_echo-3_phasediff.json,sub-02,ses-01,hand,3,phasediff.json,.json,0.0
sub-04_ses-01_task-hand_echo-3_sbref.nii.gz,sub-04,ses-01,hand,3,sbref.nii.gz,.nii.gz,0.6
sub-17_ses-04_task-hand_echo-1_sbref.json,sub-17,ses-04,hand,1,sbref.json,.json,0.0
sub-09_ses-02_task-hand_echo-3_bold.nii.gz,sub-09,ses-02,hand,3,bold.nii.gz,.nii.gz,141.68
sub-04_ses-04_task-hand_echo-3_sbref.json,sub-04,ses-04,hand,3,sbref.json,.json,0.0
sub-10_ses-02_task-hand_echo-2_sbref.nii.gz,sub-10,ses-02,hand,2,sbref.nii.gz,.nii.gz,0.6
sub-10_ses-03_task-hand_echo-4_bold.json,sub-10,ses-03,hand,4,bold.json,.json,0.0
sub-20_ses-02_task-hand_echo-2_bold.nii.gz,sub-20,ses-02,hand,2,bold.nii.gz,.nii.gz,142.8
sub-19_ses-03_task-hand_echo-1_bold.nii.gz,sub-19,ses-03,hand,1,bold.nii.gz,.nii.gz,160.1
sub-23_ses-03_task-hand_echo-1_phasediff.json,sub-23,ses-03,hand,1,phasediff.json,.json,0.0
sub-14_ses-04_task-hand_echo-4_bold.nii.gz,sub-14,ses-04,hand,4,bold.nii.gz,.nii.gz,147.95
sub-05_ses-01_task-hand_echo-2_sbref.nii.gz,sub-05,ses-01,hand,2,sbref.nii.gz,.nii.gz,0.62
sub-04_ses-04_task-hand_echo-3_phasediff.nii.gz,sub-04,ses-04,hand,3,phasediff.nii.gz,.nii.gz,0.6
sub-22_ses-04_task-hand_echo-5_phasediff.json,sub-22,ses-04,hand,5,phasediff.json,.json,0.0
sub-03_ses-01_task-hand_echo-5_bold.nii.gz,sub-03,ses-01,hand,5,bold.nii.gz,.nii.gz,135.03
sub-13_ses-03_task-hand_echo-2_bold.nii.gz,sub-13,ses-03,hand,2,bold.nii.gz,.nii.gz,149.23
sub-13_ses-02_task-hand_echo-4_bold.json,sub-13,ses-02,hand,4,bold.json,.json,0.0
sub-05_ses-04_task-hand_echo-5_bold.nii.gz,sub-05,ses-04,hand,5,bold.nii.gz,.nii.gz,139.9
sub-02_ses-03_task-hand_echo-3_bold.nii.gz,sub-02,ses-03,hand,3,bold.nii.gz,.nii.gz,142.24
sub-12_ses-01_task-hand_echo-3_phasediff.json,sub-12,ses-01,hand,3,phasediff.json,.json,0.0
sub-12_ses-01_task-hand_echo-4_bold.nii.gz,sub-12,ses-01,hand,4,bold.nii.gz,.nii.gz,138.74
sub-26_ses-01_task-hand_echo-1_bold.json,sub-26,ses-01,hand,1,bold.json,.json,0.0
sub-24_ses-01_task-hand_echo-2_sbref.json,sub-24,ses-01,hand,2,sbref.json,.json,0.0
sub-12_ses-02_task-hand_echo-1_bold.nii.gz,sub-12,ses-02,hand,1,bold.nii.gz,.nii.gz,159.58
sub-09_ses-01_task-hand_echo-5_bold.json,sub-09,ses-01,hand,5,bold.json,.json,0.0
sub-04_ses-02_task-hand_echo-4_phasediff.nii.gz,sub-04,ses-02,hand,4,phasediff.nii.gz,.nii.gz,0.58
sub-21_ses-04_task-hand_echo-1_sbref.json,sub-21,ses-04,hand,1,sbref.json,.json,0.0
sub-21_ses-03_task-hand_echo-1_bold.nii.gz,sub-21,ses-03,hand,1,bold.nii.gz,.nii.gz,159.36
sub-18_ses-02_task-hand_echo-2_bold.nii.gz,sub-18,ses-02,hand,2,bold.nii.gz,.nii.gz,146.39
sub-17_ses-04_task-hand_echo-2_phasediff.json,sub-17,ses-04,hand,2,phasediff.json,.json,0.0
sub-12_ses-02_task-hand_echo-1_sbref.json,sub-12,ses-02,hand,1,sbref.json,.json,0.0
sub-21_ses-01_task-hand_echo-2_phasediff.json,sub-21,ses-01,hand,2,phasediff.json,.json,0.0
sub-04_ses-04_task-hand_echo-1_bold.nii.gz,sub-04,ses-04,hand,1,bold.nii.gz,.nii.gz,163.1
sub-09_ses-03_task-hand_echo-4_bold.nii.gz,sub-09,ses-03,hand,4,bold.nii.gz,.nii.gz,138.53
sub-23_ses-01_task-hand_echo-5_sbref.json,sub-23,ses-01,hand,5,sbref.json,.json,0.0
sub-19_ses-01_task-hand_echo-3_bold.nii.gz,sub-19,ses-01,hand,3,bold.nii.gz,.nii.gz,147.61
sub-12_ses-02_task-hand_echo-5_bold.json,sub-12,ses-02,hand,5,bold.json,.json,0.0
sub-24_ses-02_task-hand_echo-1_phasediff.json,sub-24,ses-02,hand,1,phasediff.json,.json,0.0
sub-24_ses-04_task-hand_echo-3_phasediff.json,sub-24,ses-04,hand,3,phasediff.json,.json,0.0
sub-13_ses-02_task-hand_echo-5_bold.nii.gz,sub-13,ses-02,hand,5,bold.nii.gz,.nii.gz,139.66
sub-20_ses-03_task-hand_echo-5_bold.nii.gz,sub-20,ses-03,hand,5,bold.nii.gz,.nii.gz,132.15
sub-01_ses-04_task-hand_echo-4_phasediff.json,sub-01,ses-04,hand,4,phasediff.json,.json,0.0
sub-01_ses-01_task-hand_echo-3_phasediff.json,sub-01,ses-01,hand,3,phasediff.json,.json,0.0
sub-25_ses-02_task-hand_echo-1_bold.nii.gz,sub-25,ses-02,hand,1,bold.nii.gz,.nii.gz,148.92
sub-23_ses-01_task-hand_echo-3_bold.json,sub-23,ses-01,hand,3,bold.json,.json,0.0
sub-22_ses-02_task-hand_echo-5_phasediff.nii.gz,sub-22,ses-02,hand,5,phasediff.nii.gz,.nii.gz,0.55
sub-18_ses-01_task-hand_echo-5_bold.json,sub-18,ses-01,hand,5,bold.json,.json,0.0
sub-19_ses-03_task-hand_echo-4_phasediff.json,sub-19,ses-03,hand,4,phasediff.json,.json,0.0
sub-04_ses-04_task-hand_echo-2_phasediff.json,sub-04,ses-04,hand,2,phasediff.json,.json,0.0
sub-25_ses-01_task-hand_echo-4_bold.nii.gz,sub-25,ses-01,hand,4,bold.nii.gz,.nii.gz,125.53
sub-19_ses-02_task-hand_echo-1_sbref.json,sub-19,ses-02,hand,1,sbref.json,.json,0.0
sub-09_ses-01_task-hand_echo-3_phasediff.nii.gz,sub-09,ses-01,hand,3,phasediff.nii.gz,.nii.gz,0.6
sub-21_ses-04_task-hand_echo-5_phasediff.json,sub-21,ses-04,hand,5,phasediff.json,.json,0.0
sub-24_ses-04_task-hand_echo-2_bold.json,sub-24,ses-04,hand,2,bold.json,.json,0.0
sub-18_ses-02_task-hand_echo-2_phasediff.json,sub-18,ses-02,hand,2,phasediff.json,.json,0.0
sub-26_ses-03_task-hand_echo-2_bold.json,sub-26,ses-03,hand,2,bold.json,.json,0.0
sub-17_ses-01_task-hand_echo-5_phasediff.json,sub-17,ses-01,hand,5,phasediff.json,.json,0.0
sub-07_ses-01_task-hand_echo-2_bold.nii.gz,sub-07,ses-01,hand,2,bold.nii.gz,.nii.gz,150.5
sub-17_ses-03_task-hand_echo-5_bold.nii.gz,sub-17,ses-03,hand,5,bold.nii.gz,.nii.gz,131.5
sub-10_ses-04_task-hand_echo-3_bold.nii.gz,sub-10,ses-04,hand,3,bold.nii.gz,.nii.gz,140.65
sub-03_ses-02_task-hand_echo-5_bold.json,sub-03,ses-02,hand,5,bold.json,.json,0.0
sub-25_ses-04_task-hand_echo-3_bold.json,sub-25,ses-04,hand,3,bold.json,.json,0.0
sub-24_ses-03_task-hand_echo-3_sbref.json,sub-24,ses-03,hand,3,sbref.json,.json,0.0
sub-19_ses-01_task-hand_echo-4_bold.json,sub-19,ses-01,hand,4,bold.json,.json,0.0
sub-26_ses-03_task-hand_echo-2_phasediff.nii,sub-26,ses-03,hand,2,phasediff.nii,.nii,0.61
sub-04_ses-01_task-hand_echo-3_sbref.json,sub-04,ses-01,hand,3,sbref.json,.json,0.0
sub-22_ses-02_task-hand_echo-3_bold.nii.gz,sub-22,ses-02,hand,3,bold.nii.gz,.nii.gz,136.24
sub-14_ses-04_task-hand_echo-5_phasediff.json,sub-14,ses-04,hand,5,phasediff.json,.json,0.0
sub-09_ses-03_task-hand_echo-3_phasediff.json,sub-09,ses-03,hand,3,phasediff.json,.json,0.0
sub-12_ses-03_task-hand_echo-2_bold.json,sub-12,ses-03,hand,2,bold.json,.json,0.0
sub-10_ses-04_task-hand_echo-2_bold.json,sub-10,ses-04,hand,2,bold.json,.json,0.0
sub-01_ses-01_task-hand_echo-4_bold.nii.gz,sub-01,ses-01,hand,4,bold.nii.gz,.nii.gz,136.11
sub-08_ses-03_task-hand_echo-5_sbref.json,sub-08,ses-03,hand,5,sbref.json,.json,0.0
sub-21_ses-02_task-hand_echo-2_sbref.json,sub-21,ses-02,hand,2,sbref.json,.json,0.0
sub-14_ses-02_task-hand_echo-4_sbref.json,sub-14,ses-02,hand,4,sbref.json,.json,0.0
sub-03_ses-01_task-hand_echo-1_bold.json,sub-03,ses-01,hand,1,bold.json,.json,0.0
sub-04_ses-03_task-hand_echo-5_phasediff.nii.gz,sub-04,ses-03,hand,5,phasediff.nii.gz,.nii.gz,0.57
sub-12_ses-04_task-hand_echo-2_sbref.json,sub-12,ses-04,hand,2,sbref.json,.json,0.0
sub-17_ses-02_task-hand_echo-1_phasediff.nii.gz,sub-17,ses-02,hand,1,phasediff.nii.gz,.nii.gz,0.63
sub-13_ses-03_task-hand_echo-3_bold.json,sub-13,ses-03,hand,3,bold.json,.json,0.0
sub-18_ses-02_task-hand_echo-1_bold.json,sub-18,ses-02,hand,1,bold.json,.json,0.0
sub-07_ses-03_task-hand_echo-1_bold.json,sub-07,ses-03,hand,1,bold.json,.json,0.0
sub-05_ses-04_task-hand_echo-1_bold.json,sub-05,ses-04,hand,1,bold.json,.json,0.0
sub-17_ses-04_task-hand_echo-1_bold.nii.gz,sub-17,ses-04,hand,1,bold.nii.gz,.nii.gz,153.49
sub-05_ses-04_task-hand_echo-5_phasediff.nii.gz,sub-05,ses-04,hand,5,phasediff.nii.gz,.nii.gz,0.59
sub-02_ses-04_task-hand_echo-3_phasediff.json,sub-02,ses-04,hand,3,phasediff.json,.json,0.0
sub-03_ses-01_task-hand_echo-4_sbref.json,sub-03,ses-01,hand,4,sbref.json,.json,0.0
sub-07_ses-01_task-hand_echo-2_phasediff.json,sub-07,ses-01,hand,2,phasediff.json,.json,0.0
sub-10_ses-01_task-hand_echo-1_phasediff.nii.gz,sub-10,ses-01,hand,1,phasediff.nii.gz,.nii.gz,0.64
sub-23_ses-01_task-hand_echo-2_bold.nii.gz,sub-23,ses-01,hand,2,bold.nii.gz,.nii.gz,139.02
sub-22_ses-01_task-hand_echo-5_phasediff.json,sub-22,ses-01,hand,5,phasediff.json,.json,0.0
sub-26_ses-02_task-hand_echo-5_sbref.json,sub-26,ses-02,hand,5,sbref.json,.json,0.0
sub-05_ses-03_task-hand_echo-1_bold.nii.gz,sub-05,ses-03,hand,1,bold.nii.gz,.nii.gz,161.64
sub-22_ses-04_task-hand_echo-2_phasediff.json,sub-22,ses-04,hand,2,phasediff.json,.json,0.0
sub-08_ses-04_task-hand_echo-4_bold.nii.gz,sub-08,ses-04,hand,4,bold.nii.gz,.nii.gz,118.73
sub-01_ses-04_task-hand_echo-2_bold.json,sub-01,ses-04,hand,2,bold.json,.json,0.0
sub-07_ses-04_task-hand_echo-5_phasediff.json,sub-07,ses-04,hand,5,phasediff.json,.json,0.0
sub-26_ses-03_task-hand_echo-3_bold.nii.gz,sub-26,ses-03,hand,3,bold.nii.gz,.nii.gz,145.29
sub-12_ses-01_task-hand_echo-1_bold.json,sub-12,ses-01,hand,1,bold.json,.json,0.0
sub-02_ses-01_task-hand_echo-4_phasediff.json,sub-02,ses-01,hand,4,phasediff.json,.json,0.0
sub-21_ses-04_task-hand_echo-5_bold.nii.gz,sub-21,ses-04,hand,5,bold.nii.gz,.nii.gz,137.15
sub-10_ses-03_task-hand_echo-5_phasediff.nii.gz,sub-10,ses-03,hand,5,phasediff.nii.gz,.nii.gz,0.56
sub-12_ses-01_task-hand_echo-2_phasediff.nii.gz,sub-12,ses-01,hand,2,phasediff.nii.gz,.nii.gz,0.61
sub-14_ses-01_task-hand_echo-2_bold.nii.gz,sub-14,ses-01,hand,2,bold.nii.gz,.nii.gz,156.39
sub-02_ses-03_task-hand_echo-3_bold.json,sub-02,ses-03,hand,3,bold.json,.json,0.0
sub-09_ses-02_task-hand_echo-1_bold.json,sub-09,ses-02,hand,1,bold.json,.json,0.0
sub-03_ses-04_task-hand_echo-3_bold.nii.gz,sub-03,ses-04,hand,3,bold.nii.gz,.nii.gz,139.21
sub-08_ses-01_task-hand_echo-4_sbref.json,sub-08,ses-01,hand,4,sbref.json,.json,0.0
sub-18_ses-03_task-hand_echo-1_phasediff.nii.gz,sub-18,ses-03,hand,1,phasediff.nii.gz,.nii.gz,0.64
sub-07_ses-01_task-hand_echo-2_bold.json,sub-07,ses-01,hand,2,bold.json,.json,0.0
sub-18_ses-02_task-hand_echo-3_sbref.json,sub-18,ses-02,hand,3,sbref.json,.json,0.0
sub-20_ses-01_task-hand_echo-3_phasediff.nii.gz,sub-20,ses-01,hand,3,phasediff.nii.gz,.nii.gz,0.58
sub-04_ses-01_task-hand_echo-1_phasediff.nii.gz,sub-04,ses-01,hand,1,phasediff.nii.gz,.nii.gz,0.65
sub-14_ses-01_task-hand_echo-2_phasediff.json,sub-14,ses-01,hand,2,phasediff.json,.json,0.0
sub-04_ses-03_task-hand_echo-2_sbref.json,sub-04,ses-03,hand,2,sbref.json,.json,0.0
sub-23_ses-04_task-hand_echo-4_phasediff.nii.gz,sub-23,ses-04,hand,4,phasediff.nii.gz,.nii.gz,0.57
sub-23_ses-03_task-hand_echo-1_sbref.json,sub-23,ses-03,hand,1,sbref.json,.json,0.0
sub-25_ses-02_task-hand_echo-4_bold.json,sub-25,ses-02,hand,4,bold.json,.json,0.0
sub-24_ses-01_task-hand_echo-5_bold.nii.gz,sub-24,ses-01,hand,5,bold.nii.gz,.nii.gz,0.54
sub-17_ses-02_task-hand_echo-3_sbref.nii.gz,sub-17,ses-02,hand,3,sbref.nii.gz,.nii.gz,0.58
sub-09_ses-02_task-hand_echo-2_phasediff.nii.gz,sub-09,ses-02,hand,2,phasediff.nii.gz,.nii.gz,0.6
sub-10_ses-01_task-hand_echo-5_phasediff.nii.gz,sub-10,ses-01,hand,5,phasediff.nii.gz,.nii.gz,0.57
sub-14_ses-01_task-hand_echo-2_sbref.nii.gz,sub-14,ses-01,hand,2,sbref.nii.gz,.nii.gz,0.64
sub-10_ses-01_task-hand_echo-1_bold.json,sub-10,ses-01,hand,1,bold.json,.json,0.0
sub-04_ses-01_task-hand_echo-3_bold.json,sub-04,ses-01,hand,3,bold.json,.json,0.0
sub-05_ses-04_task-hand_echo-1_phasediff.nii.gz,sub-05,ses-04,hand,1,phasediff.nii.gz,.nii.gz,0.66
sub-09_ses-01_task-hand_echo-3_sbref.json,sub-09,ses-01,hand,3,sbref.json,.json,0.0
sub-19_ses-03_task-hand_echo-1_sbref.nii.gz,sub-19,ses-03,hand,1,sbref.nii.gz,.nii.gz,0.65
sub-02_ses-01_task-hand_echo-3_sbref.nii.gz,sub-02,ses-01,hand,3,sbref.nii.gz,.nii.gz,0.58
sub-03_ses-04_task-hand_echo-2_bold.json,sub-03,ses-04,hand,2,bold.json,.json,0.0
sub-02_ses-04_task-hand_echo-2_phasediff.json,sub-02,ses-04,hand,2,phasediff.json,.json,0.0
sub-26_ses-03_task-hand_echo-1_phasediff.json,sub-26,ses-03,hand,1,phasediff.json,.json,0.0
sub-17_ses-02_task-hand_echo-4_sbref.nii.gz,sub-17,ses-02,hand,4,sbref.nii.gz,.nii.gz,0.57
sub-05_ses-01_task-hand_echo-2_bold.json,sub-05,ses-01,hand,2,bold.json,.json,0.0
sub-14_ses-01_task-hand_echo-5_sbref.nii.gz,sub-14,ses-01,hand,5,sbref.nii.gz,.nii.gz,0.6
sub-03_ses-01_task-hand_echo-5_sbref.nii.gz,sub-03,ses-01,hand,5,sbref.nii.gz,.nii.gz,0.57
sub-04_ses-03_task-hand_echo-1_phasediff.nii.gz,sub-04,ses-03,hand,1,phasediff.nii.gz,.nii.gz,0.65
sub-18_ses-04_task-hand_echo-5_sbref.json,sub-18,ses-04,hand,5,sbref.json,.json,0.0
sub-20_ses-03_task-hand_echo-3_phasediff.nii.gz,sub-20,ses-03,hand,3,phasediff.nii.gz,.nii.gz,0.57
sub-14_ses-03_task-hand_echo-1_bold.json,sub-14,ses-03,hand,1,bold.json,.json,0.0
sub-25_ses-02_task-hand_echo-4_phasediff.nii.gz,sub-25,ses-02,hand,4,phasediff.nii.gz,.nii.gz,0.53
sub-12_ses-03_task-hand_echo-2_phasediff.nii.gz,sub-12,ses-03,hand,2,phasediff.nii.gz,.nii.gz,0.61
sub-18_ses-01_task-hand_echo-1_phasediff.nii.gz,sub-18,ses-01,hand,1,phasediff.nii.gz,.nii.gz,0.63
sub-09_ses-03_task-hand_echo-2_phasediff.json,sub-09,ses-03,hand,2,phasediff.json,.json,0.0
sub-14_ses-04_task-hand_echo-4_phasediff.json,sub-14,ses-04,hand,4,phasediff.json,.json,0.0
sub-17_ses-01_task-hand_echo-1_sbref.nii.gz,sub-17,ses-01,hand,1,sbref.nii.gz,.nii.gz,0.64
sub-14_ses-04_task-hand_echo-2_sbref.json,sub-14,ses-04,hand,2,sbref.json,.json,0.0
sub-12_ses-01_task-hand_echo-3_sbref.nii.gz,sub-12,ses-01,hand,3,sbref.nii.gz,.nii.gz,0.59
sub-14_ses-01_task-hand_echo-3_phasediff.json,sub-14,ses-01,hand,3,phasediff.json,.json,0.0
sub-09_ses-03_task-hand_echo-1_sbref.nii.gz,sub-09,ses-03,hand,1,sbref.nii.gz,.nii.gz,0.65
sub-05_ses-01_task-hand_echo-3_sbref.nii.gz,sub-05,ses-01,hand,3,sbref.nii.gz,.nii.gz,0.6
sub-12_ses-02_task-hand_echo-4_sbref.json,sub-12,ses-02,hand,4,sbref.json,.json,0.0
sub-26_ses-03_task-hand_echo-1_phasediff.nii,sub-26,ses-03,hand,1,phasediff.nii,.nii,0.65
sub-08_ses-01_task-hand_echo-1_phasediff.json,sub-08,ses-01,hand,1,phasediff.json,.json,0.0
sub-15_ses-01_task-hand_echo-3_bold.json,sub-15,ses-01,hand,3,bold.json,.json,0.0
sub-01_ses-01_task-hand_echo-1_bold.json,sub-01,ses-01,hand,1,bold.json,.json,0.0
sub-07_ses-04_task-hand_echo-2_phasediff.nii.gz,sub-07,ses-04,hand,2,phasediff.nii.gz,.nii.gz,0.61
sub-19_ses-02_task-hand_echo-3_bold.nii.gz,sub-19,ses-02,hand,3,bold.nii.gz,.nii.gz,146.84
sub-04_ses-04_task-hand_echo-4_bold.nii.gz,sub-04,ses-04,hand,4,bold.nii.gz,.nii.gz,140.58
sub-04_ses-01_task-hand_echo-2_sbref.nii.gz,sub-04,ses-01,hand,2,sbref.nii.gz,.nii.gz,0.62
sub-12_ses-04_task-hand_echo-2_bold.json,sub-12,ses-04,hand,2,bold.json,.json,0.0
sub-10_ses-02_task-hand_echo-3_sbref.nii.gz,sub-10,ses-02,hand,3,sbref.nii.gz,.nii.gz,0.59
sub-10_ses-03_task-hand_echo-2_bold.json,sub-10,ses-03,hand,2,bold.json,.json,0.0
sub-18_ses-03_task-hand_echo-5_phasediff.nii.gz,sub-18,ses-03,hand,5,phasediff.nii.gz,.nii.gz,0.57
sub-02_ses-01_task-hand_echo-3_sbref.json,sub-02,ses-01,hand,3,sbref.json,.json,0.0
sub-03_ses-03_task-hand_echo-2_bold.nii.gz,sub-03,ses-03,hand,2,bold.nii.gz,.nii.gz,144.86
sub-05_ses-01_task-hand_echo-4_sbref.nii.gz,sub-05,ses-01,hand,4,sbref.nii.gz,.nii.gz,0.59
sub-20_ses-02_task-hand_echo-5_sbref.json,sub-20,ses-02,hand,5,sbref.json,.json,0.0
sub-02_ses-01_task-hand_echo-5_phasediff.json,sub-02,ses-01,hand,5,phasediff.json,.json,0.0
sub-12_ses-01_task-hand_echo-4_sbref.nii.gz,sub-12,ses-01,hand,4,sbref.nii.gz,.nii.gz,0.58
sub-26_ses-04_task-hand_echo-3_sbref.json,sub-26,ses-04,hand,3,sbref.json,.json,0.0
sub-26_ses-04_task-hand_echo-2_bold.nii.gz,sub-26,ses-04,hand,2,bold.nii.gz,.nii.gz,149.92
sub-14_ses-01_task-hand_echo-2_bold.json,sub-14,ses-01,hand,2,bold.json,.json,0.0
sub-10_ses-01_task-hand_echo-1_sbref.nii.gz,sub-10,ses-01,hand,1,sbref.nii.gz,.nii.gz,0.64
sub-09_ses-03_task-hand_echo-2_sbref.json,sub-09,ses-03,hand,2,sbref.json,.json,0.0
sub-21_ses-03_task-hand_echo-4_bold.nii.gz,sub-21,ses-03,hand,4,bold.nii.gz,.nii.gz,140.2
sub-10_ses-03_task-hand_echo-1_phasediff.nii.gz,sub-10,ses-03,hand,1,phasediff.nii.gz,.nii.gz,0.63
sub-03_ses-02_task-hand_echo-5_phasediff.nii.gz,sub-03,ses-02,hand,5,phasediff.nii.gz,.nii.gz,0.57
sub-08_ses-03_task-hand_echo-5_bold.nii.gz,sub-08,ses-03,hand,5,bold.nii.gz,.nii.gz,111.45
sub-07_ses-04_task-hand_echo-4_phasediff.json,sub-07,ses-04,hand,4,phasediff.json,.json,0.0
sub-05_ses-03_task-hand_echo-1_bold.json,sub-05,ses-03,hand,1,bold.json,.json,0.0
sub-10_ses-02_task-hand_echo-4_sbref.nii.gz,sub-10,ses-02,hand,4,sbref.nii.gz,.nii.gz,0.58
sub-22_ses-02_task-hand_echo-1_phasediff.json,sub-22,ses-02,hand,1,phasediff.json,.json,0.0
sub-12_ses-02_task-hand_echo-1_sbref.nii.gz,sub-12,ses-02,hand,1,sbref.nii.gz,.nii.gz,0.65
sub-05_ses-02_task-hand_echo-1_sbref.nii.gz,sub-05,ses-02,hand,1,sbref.nii.gz,.nii.gz,0.66
sub-21_ses-02_task-hand_echo-5_sbref.nii.gz,sub-21,ses-02,hand,5,sbref.nii.gz,.nii.gz,0.58
sub-24_ses-03_task-hand_echo-2_bold.json,sub-24,ses-03,hand,2,bold.json,.json,0.0
sub-20_ses-01_task-hand_echo-1_sbref.nii.gz,sub-20,ses-01,hand,1,sbref.nii.gz,.nii.gz,0.63
sub-26_ses-04_task-hand_echo-2_bold.json,sub-26,ses-04,hand,2,bold.json,.json,0.0
sub-14_ses-02_task-hand_echo-2_bold.nii.gz,sub-14,ses-02,hand,2,bold.nii.gz,.nii.gz,156.77
sub-09_ses-03_task-hand_echo-3_phasediff.nii.gz,sub-09,ses-03,hand,3,phasediff.nii.gz,.nii.gz,0.59
sub-24_ses-04_task-hand_echo-2_phasediff.json,sub-24,ses-04,hand,2,phasediff.json,.json,0.0
sub-09_ses-04_task-hand_echo-5_bold.nii.gz,sub-09,ses-04,hand,5,bold.nii.gz,.nii.gz,133.54
sub-04_ses-01_task-hand_echo-4_phasediff.json,sub-04,ses-01,hand,4,phasediff.json,.json,0.0
sub-20_ses-02_task-hand_echo-4_sbref.nii.gz,sub-20,ses-02,hand,4,sbref.nii.gz,.nii.gz,0.58
